拠点名,DB名,郵便番号,住所,電話番号
AIAI,全協,3191702,北茨城市大津町1353 大津保育園内,
ちいろば,全協,3192102,那珂市瓜連1222 瓜連保育園,
地域子育て支援センター（さくら保育園）,全協,3192142,常陸大宮市上岩瀬382,
地域子育て支援センター（大宮聖愛保育園）,全協,3192261,常陸大宮市上町367-7,
地域子育て支援センター（緒川げんき保育園）,全協,3192402,常陸大宮市下小瀬398,
地域子育て支援センター（山方保育所）,全協,3193111,常陸大宮市山方3360,
大子町子育て支援センター,全協,3193500,久慈郡大子町大字大子866 福祉課,
子育てサロンとまつり,全協,3200056,宇都宮市戸祭1-4-12,
子育てサロン宝木,全協,3200072,宇都宮市若草2-3-31,
子育てサロンやよい,全協,3200837,宇都宮市弥生1-6-3,
子育てサロン西部,全協,3200851,宇都宮市鶴田町970-1,
子育てサロン北雀宮,全協,3210139,宇都宮市若松原2-18-30,
子育て支援センター☆ひよこ☆,全協,3210214,壬生町大字壬生甲3843-1 (壬生町保健福祉ｾﾝﾀｰ),
子育てサロンゆずのこ,全協,3210407,宇都宮市松田新田町483,
子育て支援センターきらきら,全協,3210521,那須烏山市岩子152-1 (にこにこ保育園),
なのはな,全協,3210627,那須烏山市南1-562-12 (こども館),
子育てサロン石井,全協,3210912,宇都宮市石井町2989,
子育てサロンみずほの,全協,3210913,宇都宮市上桑島町1311-25,
子育てサロン中央,全協,3210964,宇都宮市駅前通り1-4-6 ﾗﾗｽｸｴｱ9階 保健ｾﾝﾀｰ内,
子育てサロン竹林,全協,3210974,宇都宮市竹林町226,
子育てサロンとよさとなかよし広場,全協,3210975,宇都宮市関堀町53-5,
日光親子ふれあいひろば,全協,3211435,日光市花石町1942-1 (日光福祉保健ｾﾝﾀｰ),
鬼怒川親子ふれあいひろば,全協,3212613,日光市藤原19 (藤原保健ｾﾝﾀｰ),
子育てひろばぴよぴよ,全協,3213307,芳賀町祖母井南1丁目11番地1 (ﾓﾃﾅｽ芳賀),
子育て支援センターこあらぐみ,全協,3213423,市貝町市塙1777-1 (市塙保育所),
すくすく広場,全協,3213566,茂木町大字小井戸5 (茂木保育園),
やわらぎ子育て支援センター（やわらぎ保育園）,全協,3214106,益子町大字七井3923-3,
真岡市第一子育て支援センター,全協,3214325,真岡市田町14-4,
にのみや保育園子育て支援センター,全協,3214522,真岡市久下田西1-1 (にのみや保育園),
ベリーサロン,全協,3220026,鹿沼市茂呂1884-3 (茂呂保育園),
ひまわりサロン,全協,3220043,鹿沼市万町919 (こじか保育園),
あおぞらサロン,全協,3220302,鹿沼市深程116-1 (清洲保育園),
栃木市地域子育て支援センターにしかた,全協,3220603,栃木市西方町本郷516-2 (認定西方なかよしこども園),
いちごクラブ,全協,3230007,小山市松沼121-1 (小山西保育園),
えくぼちゃんクラブ,全協,3230012,小山市羽川456-4 (さくら保育園),
子育てひろばすまいる,全協,3230025,小山市城山町3-7-5 (城山･ｻｸﾗ･ｺﾓﾝ内),
こぐまクラブ,全協,3230820,小山市西城南5-6-3 (こぐま保育園),
ミッキークラブ,全協,3230826,小山市雨ヶ谷417 (こばと保育園),
栃木市地域子育て支援センターふじおか,全協,3231102,栃木市藤岡町赤麻502-1 (藤岡保健福祉ｾﾝﾀｰ内),
つどいの広場さくやま,全協,3240032,大田原市佐久山2268-1,
しんとみ子育て支援センター,全協,3240055,大田原市新富町3-6-8 ,
つどいの広場トコトコ,全協,3240056,大田原市中央1-3-15,
くろばね子育て支援センター,全協,3240235,大田原市堀之内641-1 ,
ゆづかみ子育て支援センター,全協,3240403,大田原市湯津上3724-1,
サンサンひろば,全協,3250017,那須塩原市黒磯6-44 (ｺﾒｯﾄ保育園),
子育て支援室もこもこ,全協,3250023,那須塩原市豊浦12-209 (友里かご保育園),
なかよしひろば,全協,3250042,那須塩原市桜町1-5 (いきいきふれあいｾﾝﾀｰ内),
やまがわ子育て支援センター,全協,3260021,足利市山川町84-2 (山川こども館),
にし子育て支援センター,全協,3260102,足利市板倉町395 (板倉ふれあい児童館),
にしこども館ふれあい広場,全協,3260141,足利市小俣町1508-5 ,
梁田こども館ふれあい広場,全協,3260331,足利市福富町894-1 ,
子育て支援室おひさま,全協,3260337,足利市島田町805,
さいこう子育て支援センター,全協,3260817,足利市西宮町2838 (さいこうふれあいｾﾝﾀｰ),
親子のくつろぎスペースしゃんしゃん広場,全協,3260822,足利市田中町943-11,
八幡こども館ふれあい広場,全協,3260824,足利市八幡町2-30,
子育て支援NPOre. （リードット）,全協,3270104,佐野市赤見町2041 (あかみ幼稚園),
ぴよぴよルームたぬま,全協,3270306,佐野市戸室町692 (たぬま保育園),
ぴよぴよルームくずう,全協,3270501,佐野市葛生東1-15-20 (くずう保育園),
地域子育て支援センターさくらんぼ,全協,3270804,佐野市犬伏下町2424-1 (大栗保育園),
地域子育て支援センターつめくさ,全協,3270821,佐野市高萩町1319-1 (風の子保育園),
救世軍佐野保育園子育て支援,全協,3270831,佐野市浅沼町182 (救世軍佐野保育園),
佐野市子育て支援まちなかプラザ,全協,3270846,佐野市若松町481-4,
ひがしのもり保育園子育て支援センター,全協,3280011,栃木市大宮町1648-3 ,
けやき保育園子育て支援センター,全協,3280033,栃木市城内町2-18-13 ,
こども園さくら子育て支援センター,全協,3280062,栃木市泉川町651-1 ,
栃木市地域子育て支援センター,全協,3280075,栃木市箱森町36-31 (とちぎｺﾐｭﾆﾃｨﾌﾟﾗｻﾞ),
栃木市地域子育て支援センターつが,全協,3280103,栃木市都賀町原宿2263-1 (よつば保育園),
にこにこクラブ,全協,3290111,野木町大字丸林312-4 (いちご保育園),
げんきっこくらぶ,全協,3290112,野木町大字南赤塚842-20 (りんご保育園),
マロンの家,全協,3290203,小山市大字西黒田480-3 (黒田保育園),
子育て支援センターつくし,全協,3290414,下野市小金井789番地 (ゆうゆう館),
子育て支援センターゆりかご,全協,3290431,下野市薬師寺1584番地6 (あおば保育園),
子育て支援センターみるく,全協,3290502,下野市下古山3025番地1 (わかば保育園内),
子育てサロンなかよし,全協,3291102,宇都宮市白沢町396-2,
子育て支援センター「れんげそう」,全協,3291217,高根沢町太田625-3 (にじいろ保育園),
児童館「きのこのもり」,全協,3291225,高根沢町石末2247-2,
児童館「みんなのひろば」,全協,3291233,高根沢町宝積寺1145-1,
にこにこサロン,全協,3291303,さくら市松山796-1 (たいよう保育園),
上松山子育て支援センター どんぐりひろば,全協,3291311,さくら市氏家3776-2 (上松山児童ｾﾝﾀｰ),
氏家子育て支援センターおひさまひろば,全協,3291321,さくら市馬場96-1 (氏家児童ｾﾝﾀｰ),
サンサンサロン,全協,3291324,さくら市草川42 (あおぞら保育園),
わくわくサロン,全協,3291332,さくら市蒲須坂595-2 (ｱｯﾌﾟﾙ保育園),
喜連川子育て支援センターひまわり,全協,3291412,さくら市喜連川3936-1 (喜連川児童ｾﾝﾀｰ),
子育て支援センターMori,全協,3291576,矢板市石関1181-5 (こどもの森こころ保育園),
子育て支援センターつくしんぼひろば,全協,3292142,矢板市木幡289 (つくし保育園),
子育て支援センターぴっころクラブ,全協,3292145,矢板市富田530-4 (ぴっころ保育園),
塩谷町子育て支援センター,全協,3292221,塩谷町大字玉生1057-83 (認定しおやこども園),
子育て支援にじ,全協,3292742,那須塩原市東赤田343-158 (ほし保育園),
リリールーム,全協,3292754,那須塩原市西大和6-5 (こひつじ保育園),
きらっとルーム,全協,3292801,那須塩原市関谷1173-1 (ひまわり保育園),
那須町子育て支援センター,全協,3293215,那須町大字寺子乙2566-1 ゆめﾌﾟﾗｻﾞ那須,
栃木市地域子育て支援センターいわふね,全協,3294307,栃木市岩舟町静5133-1 (いわふね保育園内),
フォレストキッズ保育園子育て支援センター,全協,3294407,栃木市川連509-5 ,
栃木市地域子育て支援センターおおひら,全協,3294423,栃木市大平町西水代1704-4 (大平みなみ児童館),
Ｋｉｄｓ２１（いず海第一こども園）,全協,3700046,高崎市江木町163-6,
みんなの木（慈光保育園）,全協,3700053,高崎市通町90,
おひさま子育て広場（おひさま飯塚保育園）,全協,3700069,高崎市飯塚町733-6,
ほほえみ（中川保育所）,全協,3700071,高崎市小八木町37-1,
すくすくサロン（あづま保育園）,全協,3700081,高崎市浜川町2046,
すみれ保育園,全協,3700127,伊勢崎市境上武士983-3,
生品保育園,全協,3700314,太田市新田市野井町135-3,
新田第一保育園,全協,3700332,太田市新田中江田町985,
綿打保育園,全協,3700342,太田市新田上江田町767-1,
おじま第一保育園,全協,3700411,太田市亀岡町240-1,
みよし保育園,全協,3700523,邑楽郡大泉町吉田956,
風の子保育園,全協,3700603,邑楽郡邑楽町中野2204-1,
中央保育園,全協,3700603,邑楽郡邑楽町中野4398-1,
明和こども園,全協,3700707,邑楽郡明和町田島8-1,
 プチポムクラブ（鉢の木保育所）,全協,3700857,高崎市上佐野町609-2,
石原第一保育園,全協,3700864,高崎市石原町1245 ,
あゆみプラザ（みどり岡保育園）,全協,3700873,高崎市下豊岡町1353-1 ,
玉村町地域子育て支援センター,全協,3701132,佐波郡玉村町下新田176,
おひさま広場（おひさま倉賀野保育園）,全協,3701201,高崎市倉賀野町194 ,
わんぱく広場（新町第二保育園）,全協,3701301,高崎市新町1720,
わたぼうし（新町保育園）,全協,3701301,高崎市新町333,
ねむのもり（ねむの木子どもの森）,全協,3702107,高崎市吉井町池1151-1,
すみれひろば,全協,3702311,富岡市下高尾1222-1,
ひばりっこクラブ,全協,3702316,富岡市富岡1402,
親と子のスマイルサロン,全協,3702316,富岡市富岡1439-1(あい愛ﾌﾟﾗｻﾞ内),
すこやかひろば,全協,3702324,富岡市南後箇1180-7,
りんごぐみ,全協,3702333,富岡市中高瀬412-1,
かしの木広場,全協,3702344,富岡市黒川64,
風の子広場,全協,3702412,富岡市妙義町下高田788,
ミッキークラブ,全協,3702453,富岡市宮崎578-2 ,
かんがるーむ（箕郷第二保育園）,全協,3703101,高崎市箕郷町柏木沢209-1,
あいあい（箕郷第一保育園）,全協,3703104,高崎市箕郷町上芝1063-1,
榛東北部保育園,全協,3703501,北群馬郡榛東村長岡1109,
榛東中央保育園,全協,3703502,北群馬郡榛東村山子田2531-19,
榛東南部保育園,全協,3703504,北群馬郡榛東村広馬場1763-1,
群馬子育て支援センター,全協,3703521,高崎市棟高町977-1 ,
吉岡町第四保育園,全協,3703601,北群馬郡吉岡町漆原862,
のびのび（愛泉保育園）,全協,3710002,前橋市江木町518,
コアラクラブ（第二保育所）,全協,3710015,前橋市三河町1-18-26,
親子元気ルーム,全協,3710023,前橋市本町2-12-1(前橋ﾌﾟﾗｻﾞ元気21内),
フレンドシップ岩神(岩神保育園）,全協,3710035,前橋市岩神町2-5-12,
北の森広場（あおぞら北）,全協,3710047,前橋市関根町3-6-1,
チャオ・バンビーノクラブ（上細井保育園）,全協,3710051,前橋市上細井町137-5,
ぎんが（ぽらりすこども園）,全協,3710116,前橋市富士見町原之郷1268,
さくらんぼクラブ（粕川保育所）,全協,3710206,前橋市粕川町新屋688-1,
アイアイ（大胡第２こども園）,全協,3710231,前橋市堀越町1390-3,
ひなたぼっこクラブ（赤城育心こども園）,全協,3710245,前橋市市之関町401,
あゆみ（あゆみ保育園）,全協,3710811,前橋市朝倉町861-1,
なかよしプラザ（中央大橋保育園）,全協,3710841,前橋市石倉町5-21-5,
さくら広場（あおぞら総社）,全協,3710851,前橋市総社町植野511-1,
三郷保育園,全協,3720001,伊勢崎市波志江町2381-7,
ひかりのこ保育園,全協,3720038,伊勢崎市新栄町3850-14,
茶々ｉタワー花の森保育園,全協,3720048,伊勢崎市大手町3-1,
みやさと保育園,全協,3720802,伊勢崎市田中島町489-1,
白ばら保育園,全協,3720825,伊勢崎市戸谷塚町98-1,
鶴生田保育園,全協,3730008,太田市鶴生田町401-1,
あすなろ保育園,全協,3730011,太田市只上町1647-6,
こども館,全協,3730038,太田市城西町91,
強戸こども園,全協,3730052,太田市寺井町695-5,
とりやまこども園,全協,3730062,太田市鳥山中町1074-5,
こまどり保育園,全協,3730808,太田市石原町1038,
子育てサロン,全協,3730817,太田市飯塚町591-1(九合行政ｾﾝﾀｰ),
ゆりかご保育園,全協,3730846,太田市中根町502-1,
浜町保育園,全協,3730853,太田市浜町25-4,
末広保育園,全協,3730862,太田市末広町543-5,
ももの木保育園,全協,3740004,館林市楠町1943-1,
美園保育園,全協,3740039,館林市美園町10-26,
聖ルカ保育園,全協,3740066,館林市大街道3-5-1,
そらいろチャット,全協,3740112,邑楽郡板倉町朝日野3-7-1,
立石ちびっこくらぶ,全協,3750002,藤岡市立石779-1,
かんな保育園子育て支援センター〝結〟,全協,3750011,藤岡市岡之郷907,
にこにこクラブ,全協,3750015,藤岡市中栗須697-2,
つくしんぼ広場,全協,3750017,藤岡市篠塚35,
あけぼのクラブ,全協,3750017,藤岡市篠塚564-1,
ひよこくらぶ,全協,3750024,藤岡市藤岡1548,
児童館たんぽぽひろば,全協,3750024,藤岡市藤岡1567-1,
ひかりキッズ,全協,3750024,藤岡市藤岡2378,
ぴよぴよクラブ,全協,3750032,藤岡市神田1388,
メロディークラブ,全協,3750043,藤岡市東平井1088,
あかね親子ひろば,全協,3750054,藤岡市上大塚1593-1,
スマイル（立正）,全協,3760007,桐生市浜松町1-8-7,
てんとうむし（ひまわり）,全協,3760011,桐生市相生町3-683-1,
キッカ（太子）,全協,3760011,桐生市相生町5-456,
はっぴいｋiｄｓくらぶ（大雄）,全協,3760013,桐生市広沢町3-3601,
どんぐり（広沢）,全協,3760013,桐生市広沢町3-3811,
HiーHi あかちゃん（ひかり）,全協,3760034,桐生市東4-1-18,
おひさま（上の台）,全協,3760041,桐生市川内町3-730-1,
桐生市子育て支援センター,全協,3760045,桐生市末広町13-4,
ダンボ（たちばな）,全協,3760054,桐生市西久方町2-3-8,
と・と・ろの家（二葉保育園）,全協,3760101,みどり市大間々町大間々2261-3,
たんぽぽ（赤城保育園）,全協,3760102,みどり市大間々町桐原775-1,
ふれあいの森（おおぞら）,全協,3760134,桐生市新里町関548-4,
ニコニコひろば（たかぞの）,全協,3760601,桐生市梅田町1-273-1,
にこにこランド,全協,3770004,渋川市半田1162-1,
みっきークラブ,全協,3770006,渋川市行幸田910-1,
コスモスひろば,全協,3770007,渋川市石原1609-1,
渋川市子育て支援総合センター,全協,3770008,渋川市渋川1338-4,
めだかクラブ,全協,3770027,渋川市金井1512-1,
こばとひろば,全協,3770027,渋川市金井2352-15,
チャイルドハウスひまわり,全協,3770064,渋川市北橘町八崎374,
たんぽぽクラブ,全協,3770201,渋川市上白井2525,
中之条町地域子育て支援センター,全協,3770425,吾妻郡中之条町西中之条65,
子育てにこにこひろば,全協,3770801,吾妻郡東吾妻町原町1046,
チャイルドハウスめぐみ（沼田恵保育園）,全協,3780016,沼田市清水町4330 ,
沼田幼稚園子育て支援センター,全協,3780017,沼田市坊新田町1105-3,
小さいお城（秋間中央保育園）,全協,3790102,安中市東上秋間1533-2,
いわい（岩野谷保育園）,全協,3790112,安中市岩井甲617,
さんりんしゃ（遠丸保育園）,全協,3790116,安中市安中5-8-25,
ワクワク応援隊（いそべ保育園）,全協,3790127,安中市磯部3-19-20,
ひよこ（細野保育園）,全協,3790216,安中市松井田町新井394,
のいちご（西横野保育園）,全協,3790224,安中市松井田町人見970,
すまいる☆キッズ,全協,3791122,渋川市赤城町勝保沢110-6,
にこにこクラブ,全協,3791203,利根郡昭和村糸井1757-1,
すこやかクラブ,全協,3791205,利根郡昭和村川額1227,
ぽかぽか,全協,3791303,利根郡みなかみ町上牧660-1,
おひさま広場（二之宮保育園）,全協,3792117,前橋市二之宮町1810-1,
きょうあい（共愛学園こども園）,全協,3792121,前橋市小屋原町1125-1,
カンガルークラブ（上陽保育園）,全協,3792131,前橋市西善町598-2,
藪塚本町保育園,全協,3792301,太田市藪塚町1578,
樟の木保育園,全協,3792301,太田市藪塚町2917-2,
のびのびくらぶ（笠懸いずみ保育園）,全協,3792311,みどり市笠懸町阿左美805-2,
すくすくくらぶ（笠懸いずみ第二保育園）,全協,3792312,みどり市笠懸町久宮299-1,
にこにこ館（笠懸北保育園）,全協,3792313,みどり市笠懸町鹿2532-10,
ポランの広場（たけのこ保育園）,全協,3792314,みどり市笠懸町西鹿田21-1,
本太のびのびルーム,全協,3300052,さいたま市浦和区本太4-3-39,
常盤こころ保育園子育て支援センター,全協,3300061,さいたま市浦和区常盤7-12-8,
常盤のびのびルーム,全協,3300061,さいたま市浦和区常盤9-30-9,
子育て支援センターうらわ,全協,3300063,さいたま市浦和区高砂1-2-1-309ｴｲﾍﾟｯｸｽﾀﾜｰ浦和東館3F,
上木崎のびのびルーム,全協,3300071,さいたま市浦和区上木崎3-11-33,
針ヶ谷のびのびルーム,全協,3300072,さいたま市浦和区領家7-2-19,
北浦和のびのびルーム,全協,3300074,さいたま市浦和区北浦和2-18-3,
ひまわり乳児保育園子育て支援ｾﾝﾀｰ,全協,3300075,さいたま市浦和区針ヶ谷2-16-16,
もとの木保育園子育支援ｾﾝﾀｰ,全協,3300804,さいたま市大宮区堀の内町3-236-2,
天沼のびのびルーム,全協,3300834,さいたま市大宮区天沼町1-194,
大宮南のびのびルーム,全協,3300843,さいたま市大宮区吉敷町3-95,
らそ保育園,全協,3300851,さいたま市大宮区櫛引町1-574,
宮前のびのびルーム,全協,3310046,さいたま市西区宮前町443,
あおぞら西保育園子育て支援センター,全協,3310046,さいたま市西区宮前町695-2,
栄のびのびルーム,全協,3310047,さいたま市西区大字指扇610-3,
佐知川のびのびルーム,全協,3310064,さいたま市西区大字佐知川299-16,
おうぎの森保育園子育て支援ｾﾝﾀｰ,全協,3310071,さいたま市西区高木598,
本郷保育園子育て支援ｾﾝﾀｰ,全協,3310802,さいたま市北区本郷町1328-1,
大砂土のびのびルーム,全協,3310802,さいたま市北区本郷町17-7,
大砂土保育園子育て支援ｾﾝﾀｰ,全協,3310804,さいたま市北区土呂町1-51-8,
大宮つぼみ保育園子育て支援ｾﾝﾀｰ,全協,3310804,さいたま市北区土呂町2-9-19,
今羽保育園子育て支援ｾﾝﾀｰ,全協,3310811,さいたま市北区吉野町1-19-1,
にじいろ保育園子育て支援ｾﾝﾀｰ,全協,3310812,さいたま市北区宮原町1-475-7,
子育て支援センターきた,全協,3310812,さいたま市北区宮原町3-432-2 岸ﾋﾞﾙ201,
ハーモニーえがお保育園子育て支援ｾﾝﾀｰ,全協,3310812,さいたま市北区宮原町40-83-5,
けやきの森保育園子育て支援ｾﾝﾀｰ,全協,3310823,さいたま市北区日進町2-1519-1,
日進保育園子育て支援ｾﾝﾀｰ,全協,3310823,さいたま市北区日進町2-632,
川口市立南平児童センター,全協,3320006,川口市末広3-7-21,
川口駅前保育園子育て支援センター,全協,3320015,川口市川口1-1-1 ｷｭﾎﾟ･ﾗ8F,
あいう園川口子育て支援ｾﾝﾀｰ,全協,3320016,川口市幸町3-10-16,
川口市子育てサポートプラザ,全協,3328601,川口市本町3-6-30　川口市役所本町三丁目分室4・5階,
子育て支援センターフォーマザー,全協,3330801,川口市東川口1-3-10,
子育て支援センターぽけっと,全協,3330801,川口市東川口6-8-18 けやきｶﾞｰﾃﾞﾝ101,
アスク東川口保育園子育て支援センター,全協,3330811,川口市戸塚4-21-1,
川口市立戸塚児童センターあすぱる,全協,3330817,川口市戸塚南4-10-2,
川口こども園子育て支援センター「のびのび」,全協,3330834,川口市安行領根岸1291,
川口市立芝児童センター,全協,3330852,川口市芝樋ﾉ爪1-12-8,
鳩ヶ谷こども館,全協,3340002,川口市鳩ヶ谷本町1-12-19,
川口市子育てサポートプラザ「子育てひろばポッポ♡」,全協,3340005,川口市大字里1650-1 鳩ヶ谷駅市民ｾﾝﾀｰ内,
子育て支援センター風の子広場,全協,3340011,川口谷市三ﾂ和1-21-21,
川口市南鳩ヶ谷地域子育て支援センター,全協,3340013,川口市南鳩ヶ谷6-6-18,
地域子育て支援センター こっこぴよ（みどり保育園内）,全協,3350001,蕨市北町3-1-27,
地域子育て支援センタープチプチ（たんぽぽ保育園内）,全協,3350002,蕨市塚越5-6-5,
地域子育て支援センターバンビー,全協,3350003,蕨市南町2-21-2,
戸田東小親子ふれあい広場,全協,3350011,戸田市下戸田1-3-3,
戸田第二小親子ふれあい広場,全協,3350014,戸田市喜沢南2-2-37,
喜沢南保育園子育て支援センター,全協,3350014,戸田市喜沢南2-6-3,
とだ虹保育園子育て支援センター,全協,3350015,戸田市川岸3-9-22,
北戸田Ｊキッズステーションきらきら,全協,3350021,戸田市新曽1474-2,
戸田駅前保育所おひさま保育園ぽかぽか広場,全協,3350021,戸田市新曽213-4,
戸田駅前さくら草保育園子育て支援センター,全協,3350021,戸田市新曽821-3,
新曽北小親子ふれあい広場,全協,3350021,戸田市大字新曽1367,
戸田第一小親子ふれあい広場,全協,3350022,戸田市上戸田3-7-5,
桑の実戸田公園保育園子育て支援センター,全協,3350022,戸田市上戸田5-18-7,
児童センターこどもの国わんぱくタイム,全協,3350023,戸田市本町1-17-7,
戸田公園駅前さくら草保育園子育て支援センター,全協,3350023,戸田市本町2-10-12,
戸田公園駅前子育て広場,全協,3350023,戸田市本町4-15-11,
新曽小親子ふれあい広場,全協,3350026,戸田市新曽南2-13-8,
あけぼの保育園子育て支援センター,全協,3350031,戸田市美女木2-1-7,
美女木小親子ふれあい広場,全協,3350031,戸田市美女木2-33-1,
西部親子ふれあい広場,全協,3350031,戸田市美女木5-2-16,
児童センタープリムローズさんさん広場,全協,3350034,戸田市笹目2-19-14,
笹目川保育園子育て支援センター,全協,3350034,戸田市笹目2-5-5,
ささめ保育園子育て支援センター,全協,3350034,戸田市笹目6-1-5,
保育園萌夢子育て支援ｾﾝﾀｰ,全協,3360015,さいたま市南区太田窪4-17-7,
善前のびのびルーム,全協,3360015,さいたま市南区大字太田窪2500-1,
大谷場のびのびルーム,全協,3360017,さいたま市南区南浦和1-18-3,
南浦和たいよう保育園子育て支援ｾﾝﾀｰ,全協,3360017,さいたま市南区南浦和2-12-17,
南浦和のびのびルーム,全協,3360018,さいたま市南区南本町1-18-13,
スターチャイルド<みなみ保育園>子育て支援センター,全協,3360021,さいたま市南区別所6-15-22,
子育て支援センターみなみ,全協,3360021,さいたま市南区別所7-20-1,
こびとの森保育園子育て支援ｾﾝﾀｰ,全協,3360022,さいたま市南区白幡3-4-17,
武蔵浦和Ｊキッズステーション子育て支援ｾﾝﾀｰ,全協,3360022,さいたま市南区白幡5-11-10,
いちご保育園子育て支援ｾﾝﾀｰ,全協,3360026,さいたま市南区辻4-11-12,
浦和大里のびのびルーム,全協,3360031,さいたま市南区鹿手袋4-1-12,
沼影のびのびルーム,全協,3360033,さいたま市南区曲本4-7-6,
向のびのびルーム,全協,3360042,さいたま市南区大字大谷口5436-4,
るい保育園子育て支援ｾﾝﾀｰ,全協,336‐090,さいたま市緑区道祖土3-13-3,
こぐま保育園子育て支援ｾﾝﾀｰ,全協,3360916,さいたま市緑区宮本2-7-18,
松木保育園子育て支援ｾﾝﾀｰ,全協,3360918,さいたま市緑区松木1-19-21,
三室のびのびルーム,全協,3360918,さいたま市緑区松木1-4-11,
めだか保育園子育て支援ｾﾝﾀｰ,全協,3360923,さいたま市緑区大間木144,
子育て支援センターみどり,全協,3360926,さいたま市緑区東浦和7-20-4,
原山のびのびルーム,全協,3360931,さいたま市緑区原山1-22-20,
中尾のびのびルーム,全協,3360932,さいたま市緑区大字中尾40-1 中尾放課後児童ｸﾗﾌﾞ内,
みう保育園子育て支援ｾﾝﾀｰ,全協,3360962,さいたま市緑区下野田940,
大門のびのびルーム,全協,3360963,さいたま市緑区大字大門1361-13,
あいう園美園子育て支援ｾﾝﾀｰ,全協,3360963,さいたま市緑区大門3730-2,
プライムキッズガーデン保育所子育て支援ｾﾝﾀｰ,全協,3370002,さいたま市見沼区春野2-5-1,
七里のびのびルーム,全協,3370012,さいたま市見沼区大字東宮下392,
七里ふたばこども園,全協,3370012,さいたま市見沼区東宮下480,
蓮沼のびのびルーム,全協,3370017,さいたま市見沼区風渡野373-5,
風渡野保育園子育て支援センター,全協,3370017,さいたま市見沼区風渡野695-5,
やまばと保育園子育て支援ｾﾝﾀｰ,全協,3370026,さいたま市見沼区染谷2-203-1,
ルミエール保育園子育て支援ｾﾝﾀｰ,全協,3370041,さいたま市見沼区南中丸939-5,
きらめき保育園,全協,3370042,さいたま市見沼区南中野689-1,
ふたば保育園子育て支援ｾﾝﾀｰ,全協,3370051,さいたま市見沼区東大宮5-26-11,
東大宮のびのびルーム,全協,3370051,さいたま市見沼区東大宮7-5-18,
まきば保育園子育て支援センター,全協,3370053,さいたま市見沼区大和田町1-1343-1,
子育て支援センターみぬま,全協,3370053,さいたま市見沼区大和田町1-1387-1,
見沼あかね保育園子育て支援ｾﾝﾀｰ,全協,3370053,さいたま市見沼区大和田町2-1218-9,
上落合のびのびルーム,全協,3380001,さいたま市中央区上落合4-14-24,
あおぞら保育園子育て支援ｾﾝﾀｰ,全協,3380001,さいたま市中央区上落合8-11-20,
ゆめいろ保育園子育て支援ｾﾝﾀｰ,全協,3380003,さいたま市中央区本町東4-1-5,
与野本町保育園子育て支援ｾﾝﾀｰ,全協,3380003,さいたま市中央区本町東7-4-19,
与野ひなどり保育園子育て支援ｾﾝﾀｰ,全協,3380004,さいたま市中央区本町西2-1-11,
与野西北のびのびルーム,全協,3380007,さいたま市中央区円阿弥4-3-7,
まどか保育園子育て支援センター ,全協,3380007,さいたま市中央区円阿弥7-10-9,
ひまわりドードー第二保育園,全協,3380012,さいたま市桜区神田595-1,
茶々すずや保育園子育て支援ｾﾝﾀｰ,全協,3380013,さいたま市中央区鈴谷5-6-11,
与野本町駅前保育所子育て支援ｾﾝﾀｰ,全協,3380013,さいたま市中央区鈴谷9-5-18,
ひまわりドードー保育園,全協,3380812,さいたま市桜区神田596-1,
中島のびのびルーム,全協,3380822,さいたま市桜区中島1-28-1,
子育て支援センターさくら,全協,3380823,さいたま市桜区栄和6-9-4,
菁莪保育園子育て支援センター,全協,3380832,さいたま市桜区西堀1-11-1,
わらしべ保育園子育て支援ｾﾝﾀｰ,全協,3380832,さいたま市桜区西堀5-5-3,
西浦和のびのびルーム,全協,3380837,さいたま市桜区田島2ｰ16-7,
上里のびのびルーム,全協,3390006,さいたま市岩槻区上里2-2,
リズム保育園子育て支援センター,全協,3390025,さいたま市岩槻区大字釣上新田1425-3,
子育て支援センターいわつき,全協,3390057,さいたま市岩槻区本町3-1-1WATSU西館4F,
城北のびのびルーム,全協,3390061,さいたま市岩槻区大字岩槻6619,
西町保育園子育て支援ｾﾝﾀｰ,全協,3390067,さいたま市岩槻区西町3-1-24,
かわいデイナースリー保育園子育て支援ｾﾝﾀｰ,全協,3390076,さいたま市岩槻区平林寺487,
親子のひろばのびーすく青柳,全協,3400002,草加市青柳5-22-28青柳ｼﾃｨﾌﾟﾗｻﾞB館,
つどいの広場ばぶハウス,全協,3400004,草加市弁天6-5-16 ﾀﾐﾔﾋﾞﾙ1階,
子育て広場トットちゃん,全協,3400016,草加市中央1-2-5,
つどいの広場おひさま,全協,3400023,草加市谷塚町752,
草加市つどいの広場きらりん,全協,3400028,草加市谷塚1-7-4,
乳幼児サロンおもちゃばこ,全協,3400034,草加市氷川町934-5,
つどいの広場ろけっと,全協,3400041,草加市松原1-3-1子育て支援ｾﾝﾀｰ内,
きたうら保育園地域子育て支援センター,全協,3400043,草加市草加1-3-1,
親子のひろばのびーすく旭町,全協,3400053,草加市旭町4-8-11,
ママサロンもくば,全協,3400056,草加市新栄4-813-32,
幸手市児童館子育て支援センター,全協,3400113,幸手市大字幸手1958-1,
幸手市子育て支援センター,全協,3400152,幸手市大字天神島1030-1,
どんぐりキッズ幸手,全協,3400162,幸手市大字下川崎318-1,
さくらだこども園子育て支援センターカシオペア・スペーシア,全協,3400206,久喜市西大輪272-3 ,
